ReleasedDate	Released	Title	Genre	CreativeType	ProductionBudget	MaximumTheaters	Opening WeekendRevenue	DomesticBox Office	InternationalBox Office	WorldwideBox Office	Genre plotted
Sep 14, 2007	2007	Mr. Woodcock	Comedy	Contemporary Fiction	0.00	2331	8761369.00	25799486.00	7235759.00	33035245.00	Comedy
Nov 21, 2007	2007	The Mist	Horror	Science Fiction	13000000.00	2423	8931973.00	25593755.00	31595653.00	57189408.00	Horror
Jun 15, 2007	2007	Nancy Drew	Thriller/Suspense	Contemporary Fiction	20000000.00	2612	6832318.00	25584685.00	5119160.00	30703845.00	Thriller/Suspense
Apr 5, 2007	2007	The Reaping	Horror	Fantasy	40000000.00	2603	10025203.00	25126214.00	37100000.00	62226214.00	Horror
Apr 6, 2007	2007	Grindhouse	Horror	Fantasy	53000000.00	2629	11596613.00	25031037.00	25156752.00	50187789.00	Horror
Jun 22, 2007	2007	Sicko	Documentary	Factual	9000000.00	1117	68969.00	24538513.00	11997324.00	36535837.00	Documentary
Sep 14, 2007	2007	Across the Universe	Musical	Historical Fiction	45000000.00	964	667784.00	24343673.00	5023470.00	29367143.00	Concert/Musical
Apr 13, 2007	2007	Perfect Stranger	Thriller/Suspense	Contemporary Fiction	0.00	2661	11206163.00	23760822.00	38765566.00	62526388.00	Thriller/Suspense
Oct 5, 2007	2007	Sea Monsters: A Prehistoric Adventure	Documentary	Factual	0.00	252	605722.00	23746066.00	26982097.00	50728163.00	Documentary
Jul 18, 2008	2008	The Dark Knight	Action	Super Hero	185000000.00	4366	158411483.00	533720947.00	468275260.00	1001996207.00	Action
May 2, 2008	2008	Iron Man	Adventure	Super Hero	186000000.00	4154	102118668.00	318604126.00	266567421.00	585171547.00	Adventure
May 22, 2008	2008	Indiana Jones and the Kingdom of the …	Adventure	Historical Fiction	185000000.00	4264	100137835.00	317101119.00	469534294.00	786635413.00	Adventure
Jul 1, 2008	2008	Hancock	Action	Super Hero	150000000.00	3965	62603879.00	227946274.00	396287998.00	624234272.00	Action
Jun 27, 2008	2008	WALL-E	Adventure	Science Fiction	180000000.00	3992	63087526.00	223808164.00	308699861.00	532508025.00	Adventure
Jun 6, 2008	2008	Kung Fu Panda	Adventure	Kids Fiction	130000000.00	4136	60239130.00	215434591.00	416475940.00	631910531.00	Adventure
Nov 21, 2008	2008	Twilight	Drama	Fantasy	37000000.00	3649	69637740.00	192769854.00	209510305.00	402280159.00	Drama
Nov 7, 2008	2008	Madagascar: Escape 2 Africa	Adventure	Kids Fiction	150000000.00	4065	63106589.00	180174880.00	419505894.00	599680774.00	Adventure
Nov 14, 2008	2008	Quantum of Solace	Action	Contemporary Fiction	230000000.00	3501	67528882.00	169368427.00	422323651.00	591692078.00	Action
Mar 14, 2008	2008	Horton Hears a Who	Adventure	Fantasy	85000000.00	3961	45012998.00	154529439.00	144948447.00	299477886.00	Adventure
May 30, 2008	2008	Sex and the City	Comedy	Contemporary Fiction	57500000.00	3325	56848056.00	152647258.00	262600000.00	415247258.00	Comedy
Dec 12, 2008	2008	Gran Torino	Drama	Contemporary Fiction	25000000.00	3045	271720.00	148095302.00	126447783.00	274543085.00	Drama
Jul 18, 2008	2008	Mamma Mia!	Musical	Contemporary Fiction	52000000.00	3194	27751240.00	144130063.00	471618709.00	615748772.00	Concert/Musical
Dec 25, 2008	2008	Marley & Me	Comedy	Dramatization	60000000.00	3505	36357586.00	143153751.00	104658260.00	247812011.00	Comedy
May 16, 2008	2008	The Chronicles of Narnia: Prince Caspian	Adventure	Fantasy	225000000.00	3929	55034805.00	141621490.00	275719798.00	417341288.00	Adventure
Nov 12, 2008	2008	Slumdog Millionaire	Drama	Contemporary Fiction	14000000.00	2943	360018.00	141330703.00	243199737.00	384530440.00	Drama
Jun 13, 2008	2008	The Incredible Hulk	Adventure	Super Hero	137500000.00	3508	55414050.00	134806913.00	130766946.00	265573859.00	Adventure
Jun 27, 2008	2008	Wanted	Action	Science Fiction	75000000.00	3185	50927085.00	134508551.00	207907909.00	342416460.00	Action
Jun 20, 2008	2008	Get Smart	Comedy	Contemporary Fiction	80000000.00	3915	38683480.00	130319208.00	96420208.00	226739416.00	Comedy
Dec 25, 2008	2008	The Curious Case of Benjamin Button	Drama	Fantasy	160000000.00	2988	26853816.00	127509326.00	202122632.00	329631958.00	Drama
Nov 26, 2008	2008	Four Christmases	Comedy	Contemporary Fiction	80000000.00	3540	31069826.00	120146040.00	48165518.00	168311558.00	Comedy
Nov 21, 2008	2008	Bolt	Adventure	Kids Fiction	150000000.00	3654	26223128.00	114053579.00	213961450.00	328015029.00	Adventure
Aug 13, 2008	2008	Tropic Thunder	Comedy	Contemporary Fiction	90000000.00	3473	25812796.00	110515313.00	80629943.00	191145256.00	Comedy
Dec 25, 2008	2008	Bedtime Stories	Adventure	Fantasy	80000000.00	3684	27450296.00	110101975.00	111366960.00	221468935.00	Adventure
Aug 1, 2008	2008	The Mummy: Tomb of the Dragon Emperor	Adventure	Fantasy	175000000.00	3778	40457770.00	102491776.00	303268449.00	405760225.00	Adventure
Jul 11, 2008	2008	Journey to the Center of the Earth	Adventure	Science Fiction	45000000.00	2830	21018141.00	101704370.00	141476567.00	243180937.00	Adventure
Sep 26, 2008	2008	Eagle Eye	Thriller/Suspense	Contemporary Fiction	80000000.00	3614	29150721.00	101440743.00	79144516.00	180585259.00	Thriller/Suspense
Jul 25, 2008	2008	Step Brothers	Comedy	Contemporary Fiction	65000000.00	3182	30940732.00	100468793.00	28000000.00	128468793.00	Comedy
Jun 6, 2008	2008	You Don't Mess With the Zohan	Comedy	Contemporary Fiction	90000000.00	3466	38531374.00	100018837.00	102892154.00	202910991.00	Comedy
Dec 19, 2008	2008	Yes Man	Comedy	Contemporary Fiction	50000000.00	3434	18262471.00	97690976.00	128300000.00	225990976.00	Comedy
Mar 7, 2008	2008	10,000 B.C.	Adventure	Historical Fiction	105000000.00	3454	35867488.00	94784201.00	174281477.00	269065678.00	Adventure
Oct 3, 2008	2008	Beverly Hills Chihuahua	Adventure	Fantasy	20000000.00	3239	29300465.00	94514402.00	59703766.00	154218168.00	Adventure
Oct 24, 2008	2008	High School Musical 3: Senior Year	Musical	Contemporary Fiction	11000000.00	3626	42030184.00	90559416.00	183833464.00	274392880.00	Concert/Musical
Aug 6, 2008	2008	Pineapple Express	Comedy	Contemporary Fiction	26000000.00	3072	23245025.00	87341380.00	15062639.00	102404019.00	Comedy
Dec 25, 2008	2008	Valkyrie	Thriller/Suspense	Dramatization	90000000.00	2838	21027007.00	83107829.00	120824345.00	203932174.00	Thriller/Suspense
Mar 28, 2008	2008	21	Thriller/Suspense	Contemporary Fiction	35000000.00	2952	24105943.00	81159365.00	78687064.00	159846429.00	Thriller/Suspense
May 9, 2008	2008	What Happens in Vegas...	Romantic Comedy	Contemporary Fiction	35000000.00	3255	20172474.00	80277646.00	138258062.00	218535708.00	Comedy
Feb 14, 2008	2008	Jumper	Adventure	Science Fiction	82500000.00	3430	27354808.00	80172128.00	142468684.00	222640812.00	Adventure
Jan 18, 2008	2008	Cloverfield	Action	Science Fiction	25000000.00	3411	40058229.00	80048433.00	91253793.00	171302226.00	Action
Dec 12, 2008	2008	The Day the Earth Stood Still	Adventure	Science Fiction	80000000.00	3560	30480153.00	79366978.00	158003372.00	237370350.00	Adventure
Jan 18, 2008	2008	27 Dresses	Romantic Comedy	Contemporary Fiction	30000000.00	3074	23007725.00	76808654.00	83439151.00	160247805.00	Comedy
Jul 11, 2008	2008	Hellboy II: The Golden Army	Action	Super Hero	82500000.00	3212	34539115.00	75986503.00	84401560.00	160388063.00	Action
Feb 22, 2008	2008	Vantage Point	Thriller/Suspense	Contemporary Fiction	40000000.00	3163	22874936.00	72266306.00	78620023.00	150886329.00	Thriller/Suspense
Feb 14, 2008	2008	The Spiderwick Chronicles	Adventure	Fantasy	92500000.00	3847	19004058.00	71195053.00	91644614.00	162839667.00	Adventure
Feb 8, 2008	2008	Fool's Gold	Adventure	Contemporary Fiction	72500000.00	3125	21589295.00	70231041.00	39131925.00	109362966.00	Adventure
Dec 19, 2008	2008	Seven Pounds	Drama	Contemporary Fiction	54000000.00	2758	14851136.00	69951824.00	96665504.00	166617328.00	Drama
Nov 7, 2008	2008	Role Models	Comedy	Contemporary Fiction	28000000.00	2798	19167085.00	67300955.00	27199871.00	94500826.00	Comedy
Feb 1, 2008	2008	Hannah Montana/Miley Cyrus: Best of B…	Concert/Performance	Factual	6500000.00	687	31117834.00	65281781.00	5430318.00	70712099.00	Concert/Musical
Jun 13, 2008	2008	The Happening	Thriller/Suspense	Science Fiction	60000000.00	2986	30517109.00	64506874.00	98271510.00	162778384.00	Thriller/Suspense
Apr 18, 2008	2008	Forgetting Sarah Marshall	Comedy	Contemporary Fiction	30000000.00	2872	17725330.00	63172463.00	42000579.00	105173042.00	Comedy
Apr 25, 2008	2008	Baby Mama	Comedy	Contemporary Fiction	30000000.00	2627	17407110.00	60494212.00	3676235.00	64170447.00	Comedy
Sep 12, 2008	2008	Burn After Reading	Black Comedy	Contemporary Fiction	37000000.00	2657	19128001.00	60355347.00	107812451.00	168167798.00	Comedy
Feb 14, 2008	2008	Step Up 2 the Streets	Drama	Contemporary Fiction	17500000.00	2528	18908826.00	58017783.00	90569127.00	148586910.00	Drama
Oct 24, 2008	2008	Saw V	Horror	Contemporary Fiction	10800000.00	3084	30053954.00	56746769.00	61463009.00	118209778.00	Horror
May 30, 2008	2008	The Strangers	Thriller/Suspense	Contemporary Fiction	9000000.00	2477	20997985.00	52597610.00	30454066.00	83051676.00	Thriller/Suspense
Apr 18, 2008	2008	The Forbidden Kingdom	Action	Fantasy	55000000.00	3151	21401121.00	52075270.00	77000000.00	129075270.00	Action
Dec 19, 2008	2008	The Tale of Despereaux	Adventure	Kids Fiction	60000000.00	3107	10103675.00	50877145.00	39605172.00	90482317.00	Adventure
Nov 26, 2008	2008	Australia	Drama	Historical Fiction	130000000.00	2721	14800723.00	49554002.00	165526808.00	215080810.00	Drama
Aug 22, 2008	2008	The House Bunny	Comedy	Contemporary Fiction	25000000.00	2763	14533702.00	48237389.00	23153212.00	71390601.00	Comedy
Apr 4, 2008	2008	Nim's Island	Adventure	Fantasy	37000000.00	3518	13210579.00	48006762.00	53850663.00	101857425.00	Adventure
May 2, 2008	2008	Made of Honor	Romantic Comedy	Contemporary Fiction	40000000.00	2816	14756850.00	46012734.00	60536004.00	106548738.00	Comedy
Mar 7, 2008	2008	College Road Trip	Adventure	Contemporary Fiction	0.00	2706	13601419.00	45610425.00	5263498.00	50873923.00	Adventure
Aug 6, 2008	2008	The Sisterhood of the Traveling Pants 2	Adventure	Contemporary Fiction	27000000.00	2714	10678430.00	44089964.00	180167.00	44270131.00	Adventure
May 9, 2008	2008	Speed Racer	Action	Science Fiction	120000000.00	3606	18561337.00	43945766.00	49448696.00	93394462.00	Action
Apr 11, 2008	2008	Prom Night	Horror	Contemporary Fiction	18000000.00	2821	20804941.00	43869350.00	13324305.00	57193655.00	Horror
Jan 25, 2008	2008	Rambo	Action	Contemporary Fiction	47500000.00	2764	18203876.00	42754105.00	69460426.00	112214531.00	Action
Feb 8, 2008	2008	Welcome Home Roscoe Jenkins	Comedy	Contemporary Fiction	27500000.00	2387	16207730.00	42436517.00	1171110.00	43607627.00	Comedy
Mar 21, 2008	2008	Meet the Browns	Comedy	Contemporary Fiction	20000000.00	2016	20082809.00	41975388.00	0.00	41975388.00	Comedy
Sep 26, 2008	2008	Nights in Rodanthe	Drama	Contemporary Fiction	0.00	2704	13418454.00	41850659.00	37500000.00	79350659.00	Drama
Oct 17, 2008	2008	Max Payne	Action	Contemporary Fiction	35000000.00	3381	17639849.00	40689393.00	47085657.00	87775050.00	Action
Sep 12, 2008	2008	Righteous Kill	Thriller/Suspense	Contemporary Fiction	60000000.00	3152	16288361.00	40081410.00	38400000.00	78481410.00	Thriller/Suspense
Oct 10, 2008	2008	Body of Lies	Thriller/Suspense	Contemporary Fiction	67500000.00	2714	12884416.00	39394666.00	79161864.00	118556530.00	Thriller/Suspense
Sep 19, 2008	2008	Lakeview Terrace	Thriller/Suspense	Contemporary Fiction	20000000.00	2574	15004672.00	39263506.00	5557793.00	44821299.00	Thriller/Suspense
Jan 25, 2008	2008	Meet the Spartans	Comedy	Historical Fiction	30000000.00	2643	18505530.00	38233676.00	46413155.00	84646831.00	Comedy
Apr 25, 2008	2008	Harold & Kumar Escape from Guantanamo…	Comedy	Contemporary Fiction	12000000.00	2545	14908404.00	38108728.00	5244389.00	43353117.00	Comedy
Jan 11, 2008	2008	First Sunday	Comedy	Contemporary Fiction	0.00	2213	17714821.00	37931869.00	181539.00	38113408.00	Comedy
Oct 17, 2008	2008	The Secret Life of Bees	Drama	Historical Fiction	11000000.00	1630	10527799.00	37780486.00	2213861.00	39994347.00	Drama
Sep 12, 2008	2008	The Family That Preys	Comedy	Contemporary Fiction	0.00	2070	17381218.00	37105289.00	0.00	37105289.00	Comedy
Aug 22, 2008	2008	Death Race	Action	Science Fiction	65000000.00	2586	12621090.00	36316032.00	36200787.00	72516819.00	Action
Oct 24, 2008	2008	Changeling	Thriller/Suspense	Contemporary Fiction	55000000.00	1896	489015.00	35739802.00	78065778.00	113805580.00	Thriller/Suspense
Aug 15, 2008	2008	Star Wars: The Clone Wars	Adventure	Science Fiction	8500000.00	3452	14611273.00	35161554.00	33533889.00	68695443.00	Adventure
Dec 10, 2008	2008	The Reader	Drama	Contemporary Fiction	32500000.00	1203	168051.00	34194407.00	78770468.00	112964875.00	Drama
Feb 29, 2008	2008	Semi-Pro	Comedy	Historical Fiction	55000000.00	3121	15075114.00	33479698.00	10500665.00	43980363.00	Comedy
Sep 26, 2008	2008	Fireproof	Drama	Contemporary Fiction	500000.00	905	6804764.00	33456317.00	16980.00	33473297.00	Drama
Dec 12, 2008	2008	Doubt	Drama	Historical Fiction	20000000.00	1287	507226.00	33446470.00	19744631.00	53191101.00	Drama
Mar 21, 2008	2008	Drillbit Taylor	Comedy	Contemporary Fiction	40000000.00	3061	10309986.00	32862104.00	16824159.00	49686263.00	Comedy
Feb 14, 2008	2008	Definitely, Maybe	Romantic Comedy	Contemporary Fiction	7000000.00	2220	9764270.00	32241649.00	23376217.00	55617866.00	Comedy
Jun 20, 2008	2008	The Love Guru	Comedy	Contemporary Fiction	62000000.00	3012	13907130.00	32235793.00	7923224.00	40159017.00	Comedy
Nov 26, 2008	2008	Milk	Drama	Dramatization	20000000.00	882	1453844.00	31841299.00	25452072.00	57293371.00	Drama
Nov 26, 2008	2008	Transporter 3	Action	Contemporary Fiction	40000000.00	2626	12063452.00	31715062.00	75520530.00	107235592.00	Action
Oct 10, 2008	2008	Quarantine	Horror	Contemporary Fiction	12000000.00	2463	14211321.00	31691811.00	10232963.00	41924774.00	Horror
Oct 3, 2008	2008	Nick and Norah's Infinite Playlist	Drama	Contemporary Fiction	10000000.00	2421	11311751.00	31487293.00	2398724.00	33886017.00	Drama
Oct 31, 2008	2008	Zack and Miri Make a Porno	Comedy	Contemporary Fiction	24000000.00	2735	10065630.00	31457946.00	5398360.00	36856306.00	Comedy
Feb 1, 2008	2008	The Eye	Thriller/Suspense	Fantasy	12000000.00	2470	12425776.00	31418697.00	26159068.00	57577765.00	Thriller/Suspense
Apr 4, 2008	2008	Leatherheads	Romantic Comedy	Historical Fiction	58000000.00	2798	12682595.00	31373938.00	9974690.00	41348628.00	Comedy
Aug 15, 2008	2008	Mirrors	Horror	Contemporary Fiction	35000000.00	2664	11161074.00	30691439.00	46529157.00	77220596.00	Horror
Jul 18, 2008	2008	Space Chimps	Adventure	Kids Fiction	37000000.00	2538	7181374.00	30105968.00	36923988.00	67029956.00	Adventure
Mar 7, 2008	2008	The Bank Job	Thriller/Suspense	Dramatization	20000000.00	1613	5935256.00	30060660.00	36082345.00	66143005.00	Thriller/Suspense
Jan 25, 2008	2008	Untraceable	Thriller/Suspense	Contemporary Fiction	35000000.00	2368	11354069.00	28687835.00	23962116.00	52649951.00	Thriller/Suspense
Sep 12, 2008	2008	The Women	Comedy	Contemporary Fiction	16000000.00	2995	10155121.00	26902075.00	23201733.00	50103808.00	Comedy
Dec 18, 2009	2009	Avatar	Action	Science Fiction	425000000.00	3461	77025481.00	760507625.00	2015837654.00	2776345279.00	Action
Jun 24, 2009	2009	Transformers: Revenge of the Fallen	Action	Science Fiction	210000000.00	4293	108966307.00	402111870.00	434407829.00	836519699.00	Action
Jul 15, 2009	2009	Harry Potter and the Half-Blood Prince	Adventure	Fantasy	250000000.00	4455	77835727.00	302089278.00	633124489.00	935213767.00	Adventure
Nov 20, 2009	2009	The Twilight Saga: New Moon	Drama	Fantasy	50000000.00	4124	142839137.00	296623634.00	390934093.00	687557727.00	Drama
May 29, 2009	2009	Up	Adventure	Fantasy	175000000.00	3886	68108790.00	293004164.00	438459213.00	731463377.00	Adventure
Jun 5, 2009	2009	The Hangover	Comedy	Contemporary Fiction	35000000.00	3545	44979319.00	277322503.00	188441583.00	465764086.00	Comedy
May 8, 2009	2009	Star Trek	Adventure	Science Fiction	140000000.00	4053	79204289.00	257730019.00	129109595.00	386839614.00	Adventure
Nov 20, 2009	2009	The Blind Side	Drama	Dramatization	35000000.00	3407	34119372.00	255959475.00	49746319.00	305705794.00	Drama
Dec 23, 2009	2009	Alvin and the Chipmunks: The Squeakquel	Adventure	Kids Fiction	70000000.00	3747	48875415.00	219614612.00	223868601.00	443483213.00	Adventure
Dec 25, 2009	2009	Sherlock Holmes	Adventure	Historical Fiction	90000000.00	3626	62304277.00	209028679.00	289409533.00	498438212.00	Adventure
Mar 27, 2009	2009	Monsters vs. Aliens	Adventure	Kids Fiction	175000000.00	4136	59321095.00	198351526.00	183335854.00	381687380.00	Adventure
Jul 1, 2009	2009	Ice Age: Dawn of the Dinosaurs	Adventure	Kids Fiction	90000000.00	4102	41690382.00	196573705.00	663128152.00	859701857.00	Adventure
May 1, 2009	2009	X-Men Origins: Wolverine	Action	Super Hero	150000000.00	4102	85058003.00	179883157.00	194942603.00	374825760.00	Action
May 22, 2009	2009	Night at the Museum: Battle of the Sm…	Adventure	Fantasy	150000000.00	4101	54173286.00	177243721.00	224987342.00	402231063.00	Adventure
Nov 13, 2009	2009	2012	Action	Science Fiction	200000000.00	3444	65237614.00	166112167.00	622296372.00	788408539.00	Action
Jun 19, 2009	2009	The Proposal	Romantic Comedy	Contemporary Fiction	40000000.00	3158	33627598.00	163958031.00	150751686.00	314709717.00	Comedy
Apr 3, 2009	2009	Fast & Furious	Action	Contemporary Fiction	85000000.00	3674	70950500.00	155064265.00	208000000.00	363064265.00	Action
Aug 7, 2009	2009	G.I. Joe: The Rise of Cobra	Action	Contemporary Fiction	175000000.00	4007	54713046.00	150201498.00	152267519.00	302469017.00	Action
Jan 16, 2009	2009	Paul Blart: Mall Cop	Adventure	Contemporary Fiction	26000000.00	3206	31832636.00	146336178.00	39568572.00	185904750.00	Adventure
Jan 30, 2009	2009	Taken	Thriller/Suspense	Contemporary Fiction	25000000.00	3184	24717037.00	145000989.00	81940596.00	226941585.00	Thriller/Suspense
Nov 6, 2009	2009	Disney’s A Christmas Carol	Drama	Fantasy	190000000.00	3683	30051075.00	137855863.00	177853834.00	315709697.00	Drama
May 15, 2009	2009	Angels & Demons	Thriller/Suspense	Contemporary Fiction	150000000.00	3527	46204168.00	133375846.00	357500000.00	490875846.00	Thriller/Suspense
May 21, 2009	2009	Terminator Salvation	Action	Science Fiction	200000000.00	3602	42558390.00	125322469.00	240169323.00	365491792.00	Action
Sep 18, 2009	2009	Cloudy with a Chance of Meatballs	Adventure	Kids Fiction	100000000.00	3119	30304648.00	124870275.00	111957402.00	236827677.00	Adventure
Aug 21, 2009	2009	Inglourious Basterds	Action	Historical Fiction	70000000.00	3358	38054676.00	120774594.00	196140670.00	316915264.00	Action
Jul 24, 2009	2009	G-Force	Adventure	Kids Fiction	150000000.00	3697	31706934.00	119436770.00	173381071.00	292817841.00	Adventure
Aug 14, 2009	2009	District 9	Thriller/Suspense	Science Fiction	30000000.00	3180	37354308.00	115646235.00	96807196.00	212453431.00	Thriller/Suspense
Dec 25, 2009	2009	It’s Complicated	Romantic Comedy	Contemporary Fiction	85000000.00	2955	22100820.00	112735375.00	111879369.00	224614744.00	Comedy
Oct 9, 2009	2009	Couples Retreat	Comedy	Contemporary Fiction	60000000.00	3074	34286740.00	109205660.00	63244763.00	172450423.00	Comedy
Sep 25, 2009	2009	Paranormal Activity	Horror	Fantasy	450000.00	2712	77873.00	107918810.00	86264224.00	194183034.00	Horror
Mar 6, 2009	2009	Watchmen	Action	Super Hero	138000000.00	3611	55214334.00	107509799.00	79466451.00	186976250.00	Action
Nov 25, 2009	2009	The Princess and the Frog	Adventure	Kids Fiction	105000000.00	3475	786190.00	104400899.00	166596479.00	270997378.00	Adventure
Jul 1, 2009	2009	Public Enemies	Drama	Dramatization	102500000.00	3336	25271675.00	97104620.00	115178089.00	212282709.00	Drama
Aug 7, 2009	2009	Julie & Julia	Comedy	Contemporary Fiction	40000000.00	2528	20027956.00	94125426.00	32520693.00	126646119.00	Comedy
Feb 6, 2009	2009	He's Just Not That Into You	Romantic Comedy	Contemporary Fiction	40000000.00	3175	27785487.00	93953653.00	87100004.00	181053657.00	Comedy
Feb 20, 2009	2009	Madea Goes To Jail	Comedy	Contemporary Fiction	17500000.00	2203	41030947.00	90508336.00	0.00	90508336.00	Comedy
Jul 24, 2009	2009	The Ugly Truth	Romantic Comedy	Contemporary Fiction	38000000.00	2975	27605576.00	88915214.00	116383693.00	205298907.00	Comedy
Dec 4, 2009	2009	Up in the Air	Drama	Contemporary Fiction	30000000.00	2218	1181450.00	83823381.00	83019358.00	166842739.00	Drama
Mar 20, 2009	2009	Knowing	Thriller/Suspense	Contemporary Fiction	50000000.00	3337	24604751.00	79957634.00	106492683.00	186450317.00	Thriller/Suspense
Apr 10, 2009	2009	Hannah Montana the Movie	Drama	Contemporary Fiction	30000000.00	3231	32324487.00	79576189.00	89597017.00	169173206.00	Drama
Oct 16, 2009	2009	Where the Wild Things Are	Adventure	Fantasy	100000000.00	3735	32695407.00	77233467.00	21890189.00	99123656.00	Adventure
Oct 2, 2009	2009	Zombieland	Comedy	Contemporary Fiction	23600000.00	3171	24733155.00	75590286.00	26646310.00	102236596.00	Comedy
Feb 6, 2009	2009	Coraline	Adventure	Kids Fiction	60000000.00	2320	16849640.00	75286229.00	50750828.00	126037057.00	Adventure
Oct 16, 2009	2009	Law Abiding Citizen	Thriller/Suspense	Contemporary Fiction	53000000.00	2890	21039502.00	73357727.00	57802054.00	131159781.00	Thriller/Suspense
Jan 16, 2009	2009	Hotel for Dogs	Adventure	Kids Fiction	35000000.00	3271	17012212.00	73178547.00	49178625.00	122357172.00	Adventure
Oct 28, 2009	2009	Michael Jackson's This Is It	Documentary	Factual	60000000.00	3481	23234394.00	72091016.00	180000000.00	252091016.00	Documentary
Mar 20, 2009	2009	I Love You, Man	Comedy	Contemporary Fiction	40000000.00	2829	17810270.00	72013010.00	20289492.00	92302502.00	Comedy
Apr 24, 2009	2009	Obsessed	Thriller/Suspense	Contemporary Fiction	20000000.00	2634	28612730.00	68261644.00	5703069.00	73964713.00	Thriller/Suspense
Mar 13, 2009	2009	Race to Witch Mountain	Adventure	Science Fiction	50000000.00	3268	24402214.00	67172595.00	37931189.00	105103784.00	Adventure
Aug 28, 2009	2009	The Final Destination	Horror	Fantasy	40000000.00	3121	27408309.00	66477700.00	120906927.00	187384627.00	Horror
